,상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
3847,1,경남,개,믹스견,흰,수컷,아니오,매우 온순함,2020-04-29
3848,0,경남,개,믹스견,황,암컷,아니오,목줄착용,2020-04-29
3849,0,경남,개,믹스견,흰,수컷,미상,"목줄없음, 온순함",2020-04-29
3850,0,경남,개,믹스견,흰,수컷,미상,"목줄없음, 온순함",2020-04-29
3853,0,경남,개,믹스견,흰,암컷,미상,"사람 안따름, 목줄없음, 사나움",2020-04-29
3865,0,경남,개,믹스견,흰,수컷,아니오,6개월령 흰색. 단모종,2020-04-29
3866,0,경남,개,믹스견,황,수컷,아니오,3개월령. 다른 동배무리 중 1마리. 아주 옅게 흰무늬,2020-04-29
3876,1,경남,개,말티즈,흰,수컷,미상,배 부위 피부병으로 병원 이송,2020-04-29
3877,1,경북,개,믹스견,흰,암컷,아니오,"돌아다닌지오래됨,신고자보호요청",2020-04-29
3878,0,경북,개,믹스견,흰,암컷,아니오,흰색 믹스견,2020-04-29
3879,0,경북,개,믹스견,흰,수컷,아니오,"흰색,믹스견",2020-04-29
3881,1,경북,개,믹스견,황,암컷,아니오,2개월령.,2020-04-29
3889,0,전남,개,믹스견,황,암컷,아니오,"목걸이착용,온순함",2020-04-29
3891,0,전남,개,믹스견,황,수컷,미상,순하며 사람을 잘따름,2020-04-29
3892,0,전남,개,믹스견,황,암컷,아니오,순하며 사람을 잘따름,2020-04-29
3893,0,전남,개,믹스견,흰,수컷,미상,사람을 경계하며 가까이 다가가면 위협함,2020-04-29
3895,1,전남,개,믹스견,황,수컷,아니오,귀여움,2020-04-29
3897,0,전남,개,믹스견,황,암컷,아니오,온순함,2020-04-29
3898,0,전남,개,믹스견,검,암컷,아니오,온순함,2020-04-29
3901,1,전남,개,푸들,흰,수컷,아니오,푸들 흰색 수컷 1살 추정,2020-04-29
3902,0,전북,개,믹스견,흰,암컷,아니오,목줄없음,2020-04-29
3903,0,전북,개,믹스견,흰,암컷,아니오,목줄없음,2020-04-29
3904,1,전북,개,닥스훈트,검,수컷,아니오,순하다,2020-04-29
3909,0,전북,개,믹스견,흰,수컷,아니오,흰색 나일론목줄착용,2020-04-29
3911,1,전남,개,푸들,흰,수컷,아니오,푸들 흰색 수컷 1살 추정,2020-04-29
3912,0,전북,개,믹스견,흰,암컷,아니오,목줄없음,2020-04-29
3913,0,전북,개,믹스견,흰,암컷,아니오,목줄없음,2020-04-29
3914,1,전북,개,닥스훈트,검,수컷,아니오,순하다,2020-04-29
3919,0,전북,개,믹스견,흰,수컷,아니오,흰색 나일론목줄착용,2020-04-29
3927,0,충남,개,믹스견,황,수컷,미상,호흡이 느리고 많이 떨어요. 붉은색에 가운데 노란줄무늬 목줄착용,2020-04-29
3931,1,충북,개,믹스견,황,수컷,미상,4개월추정 온순함,2020-04-29
3932,0,강원,개,믹스견,흰,암컷,미상,흰색,2020-04-29
3936,1,강원,개,셰퍼드,황,수컷,아니오,사람잘따름.,2020-04-29
3937,0,강원,개,믹스견,흰,수컷,미상,사람 잘따름.,2020-04-29
3939,1,강원,개,믹스견,흰,암컷,미상,귀가 접혀있으며 체구가 작음,2020-04-29
3941,1,강원,개,믹스견,흰,암컷,아니오,"3개월추정, 자가미용흔적, 피부살짝 좋지않음",2020-04-29
3944,1,경기,개,포메라니안,황,수컷,아니오,"4-70, 칩있음, 미용되어있음",2020-04-29
3956,1,경기,개,진도견,흰,수컷,아니오,"하네스착용,메달착용",2020-04-29
3958,1,경기,개,말티즈,흰,암컷,미상,"세마리 함께 입소, 순하고 얌전한 아이",2020-04-29
3962,1,경기,개,요크셔 테리어,황,암컷,미상,"약간 소심한편, 얌전한 아이",2020-04-29
3963,0,경기,개,진도견,흰,수컷,아니오,-,2020-04-29
3968,1,경기,개,믹스견,흰,암컷,아니오,어린강아지임,2020-04-29
3969,1,경기,개,믹스견,흰,암컷,아니오,어린강아지임,2020-04-29
3979,1,경기,개,푸들,황,암컷,아니오,"순함,털많이엉킴,관리상태엉망,유기된지오래되어보임",2020-04-29
3980,1,경기,개,말티즈,흰,암컷,아니오,"순하고 작은체구, 잃어버린지 얼마안된듯,깨끗한편",2020-04-29
3981,1,경기,개,포메라니안,흰,수컷,미상,주황색 방울목줄 끈까지 착용. 7개월령. 털엉킴 매우심함. 신고자가입양희망.,2020-04-29
3987,1,경기,개,믹스견,황,수컷,아니오,중성화 수술 안되어 있음.,2020-04-29
3989,1,경기,개,말티즈,흰,수컷,예,등록칩 있음,2020-04-29
4007,1,대구,개,진도견,흰,암컷,미상,.,2020-04-29
4017,1,대구,개,진도견,흰,암컷,미상,.,2020-04-29
4020,1,대구,개,믹스견,검,암컷,미상,순하고 잘 따름,2020-04-29
4021,1,대구,개,믹스견,검,수컷,예,내장칩 등록견,2020-04-29
4022,0,대구,개,믹스견,황,수컷,아니오,한쪽눈 이상,2020-04-29
4043,1,서울,개,믹스견,황,수컷,아니오,"매우 짖음,",2020-04-29
4045,0,전남,개,믹스견,흰,수컷,미상,2개월령 믹스견,2020-04-28
4046,0,전남,개,믹스견,황,수컷,미상,2개월령 믹스견,2020-04-28
4047,0,전남,개,믹스견,흰,수컷,미상,2개월령 믹스견,2020-04-28
4048,0,전남,개,믹스견,흰,암컷,미상,3년생 믹스견,2020-04-28
4049,0,충북,개,믹스견,흰,수컷,미상,생후5일령 모유수유중,2020-04-28
4050,0,충북,개,믹스견,흰,수컷,아니오,생후 5일령 모유수유중,2020-04-28
4051,0,충북,개,믹스견,흰,수컷,아니오,생후5일령 모유수유중,2020-04-28
4052,0,충북,개,믹스견,흰,수컷,아니오,생후 5일령 어미수유중,2020-04-28
4053,0,충북,개,믹스견,흰,수컷,아니오,생후 5일령 어미수유중,2020-04-28
4054,0,충북,개,믹스견,흰,수컷,아니오,생후 5일령이고 현재 어미 수유중,2020-04-28
4055,0,충북,개,믹스견,흰,수컷,아니오,생후 5일령이고 현재 어미 수유중,2020-04-28
4056,0,충북,개,믹스견,흰,수컷,아니오,생후 5일령이고 현재 어미의 수유중,2020-04-28
4057,0,충북,개,믹스견,흰,암컷,아니오,"자견 8두 수유중, 사납다",2020-04-28
4059,1,부산,개,푸들,황,수컷,아니오,순함,2020-04-28
4060,1,전북,개,믹스견,검,수컷,아니오,전체적으로 검은색 털을 가지고 있음,2020-04-28
4061,1,강원,개,믹스견,흰,암컷,아니오,귀부분 연갈색,2020-04-28
4062,0,강원,개,믹스견,황,암컷,아니오,거동불편,2020-04-28
4067,1,강원,개,진도견,흰,암컷,아니오,목줄착용,2020-04-28
4081,1,경기,개,믹스견,검,수컷,아니오,없음,2020-04-28
4087,0,경북,개,믹스견,흰,암컷,아니오,저수지에 빠져 탈진상태,2020-04-28
4088,0,충남,개,믹스견,흰,수컷,아니오,"귀여움,사람을 잘 따름",2020-04-28
4089,0,충북,개,믹스견,황,암컷,미상,사람을 경계함.,2020-04-28
4090,1,충북,개,스피츠,흰,암컷,미상,사람을 잘 따르며 온순함.,2020-04-28
4093,1,인천,개,코카 스파니엘,황,암컷,미상,경계심은 있으나 공격적이지는 않음.,2020-04-28
4096,1,전남,개,불독,검,수컷,아니오,검정목띠 철줄착용,2020-04-28
4099,0,전북,개,믹스견,흰,수컷,미상,"흰색 3세 수컷, 순함",2020-04-28
4100,1,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2258)생후8개월,2020-04-28
4101,1,제주,개,사모예드,흰,암컷,미상,(개체관리번호2257),2020-04-28
4105,1,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2252)생후3개월,2020-04-28
4106,1,제주,개,믹스견,황,암컷,아니오,(개체관리번호2251)생후3개월,2020-04-28
4108,0,제주,개,믹스견,흰,수컷,미상,(개체관리번호2248)경계심,2020-04-28
4109,0,제주,개,믹스견,검,수컷,미상,(개체관리번호2247)경계심,2020-04-28
4110,1,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2258)생후8개월,2020-04-28
4111,1,제주,개,사모예드,흰,암컷,미상,(개체관리번호2257),2020-04-28
4115,1,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2252)생후3개월,2020-04-28
4116,1,제주,개,믹스견,황,암컷,아니오,(개체관리번호2251)생후3개월,2020-04-28
4118,0,제주,개,믹스견,흰,수컷,미상,(개체관리번호2248)경계심,2020-04-28
4119,0,제주,개,믹스견,검,수컷,미상,(개체관리번호2247)경계심,2020-04-28
4120,0,제주,개,믹스견,황,암컷,아니오,"(개체관리번호2246)생후6개월, 경계심",2020-04-28
4121,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호2245)경계심,2020-04-28
4122,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호2244)생후6개월,2020-04-28
4123,0,제주,개,믹스견,흰,암컷,미상,(개체관리번호2243),2020-04-28
4124,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2242)생후3개월,2020-04-28
4125,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2241)생후3개월,2020-04-28
4126,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2240)생후3개월,2020-04-28
4127,0,경남,개,믹스견,흰,암컷,아니오,"J-4-1-47 흰색. 귀,콧등 피부병. 대형포획틀에 잡힘. 겁이 많음.",2020-04-28
4128,0,경남,개,믹스견,흰,수컷,아니오,사람을 잘 따름,2020-04-28
4129,0,경남,개,믹스견,흰,수컷,아니오,온순함,2020-04-28
4130,0,경남,개,믹스견,황,암컷,미상,1세 가량,2020-04-28
4138,0,경남,개,믹스견,흰,수컷,아니오,까칠함,2020-04-28
4142,1,경남,개,포메라니안,황,암컷,미상,순함,2020-04-28
4144,1,경남,개,믹스견,흰,수컷,미상,"순함, 2020-188 아이와 함께 발견",2020-04-28
4145,1,경남,개,말티즈,흰,수컷,미상,순함,2020-04-28
4154,0,전남,개,진도견,황,수컷,아니오,목에 상처,2020-04-28
4156,0,전남,개,믹스견,흰,수컷,아니오,멧돼지와 싸워 상처 심함,2020-04-28
4157,0,전남,개,믹스견,황,수컷,아니오,멧돼지와 싸워 상처 심함,2020-04-28
4158,0,전남,개,믹스견,검,암컷,미상,상태양호,2020-04-28
4164,0,전북,개,믹스견,흰,암컷,아니오,목줄없음,2020-04-28
4165,0,전북,개,믹스견,흰,암컷,아니오,목줄없음,2020-04-28
4166,0,전북,개,믹스견,흰,암컷,아니오,목줄없음,2020-04-28
4167,0,전북,개,믹스견,검,암컷,아니오,목줄없음,2020-04-28
4189,1,충남,개,믹스견,흰,수컷,아니오,생후2달되어보임.신고자밭에 버려짐,2020-04-28
4190,1,충남,개,믹스견,흰,암컷,아니오,생후2달되어보임.신고자밭에 버려짐,2020-04-28
4191,1,충남,개,푸들,검,암컷,미상,온순하고 사람잘따름.도로에서돌아다녀서 신고자가 보호함,2020-04-28
4200,1,울산,개,믹스견,흰,수컷,아니오,병원처치후입소/진드기있음/백신1차접종/구충제복용,2020-04-28
4201,0,울산,개,믹스견,흰,수컷,아니오,경계심으로인한상세정보추후기재,2020-04-28
4202,0,울산,개,믹스견,황,수컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
4203,0,울산,개,믹스견,황,암컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
4204,0,울산,개,믹스견,황,암컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
4205,0,울산,개,믹스견,검,수컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
4206,0,울산,개,믹스견,검,암컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
4207,0,울산,개,믹스견,검,암컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
4209,0,울산,개,믹스견,흰,수컷,아니오,경계심,2020-04-28
4210,1,울산,개,믹스견,흰,수컷,아니오,병원처치후입소/진드기있음/백신1차접종/구충제복용,2020-04-28
4211,0,울산,개,믹스견,흰,수컷,아니오,경계심으로인한상세정보추후기재,2020-04-28
4212,0,울산,개,믹스견,황,수컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
4213,0,울산,개,믹스견,황,암컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
4214,0,울산,개,믹스견,황,암컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
4215,0,울산,개,믹스견,검,수컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
4216,0,울산,개,믹스견,검,암컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
4217,0,울산,개,믹스견,검,암컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
4219,0,울산,개,믹스견,흰,수컷,아니오,경계심,2020-04-28
4220,0,울산,개,믹스견,흰,수컷,아니오,순함/검정목테착용,2020-04-28
4225,1,인천,개,말티즈,흰,암컷,아니오,작고 이쁨 모질이 좋음,2020-04-28
4227,0,인천,개,믹스견,흰,암컷,미상,4월추정/빨간목줄/귀연갈색,2020-04-28
4228,1,인천,개,믹스견,흰,수컷,예,부정교합/온순함/코살색/눈주의갈변,2020-04-28
4234,0,대구,개,믹스견,황,암컷,아니오,"빨간 목줄, 감기증세 있고 기력 없음",2020-04-28
4246,1,대구,개,푸들,흰,수컷,아니오,"미용, 한쪽 안구 없음",2020-04-28
4248,0,대구,개,믹스견,황,수컷,아니오,.,2020-04-28
4249,0,대구,개,말티즈,흰,암컷,미상,빨간색 가슴줄 착용,2020-04-28
4268,0,부산,개,믹스견,황,암컷,아니오,파란색+노란색목줄착용,2020-04-28
4272,0,부산,개,믹스견,흰,수컷,아니오,온순,2020-04-28
4275,1,서울,개,말티즈,흰,수컷,예,방울+노란목걸이/흰바탕+회색줄무늬+다리부분 남색 전신옷. 코검정/코에각질. 치석심함. 칩있음.,2020-04-28
4279,0,서울,개,말티즈,흰,수컷,예,코갈색/콧등점.꼬리/귀털 제외 짧게미용.몸곳곳작은혹.얌전함.백내장.피부질환.기침.,2020-04-28
4287,0,경남,개,믹스견,흰,암컷,아니오,동배새끼와 구조,2020-04-28
4293,0,경남,개,믹스견,흰,수컷,아니오,친숙함,2020-04-28
4298,1,경북,개,믹스견,황,수컷,아니오,사람잘따름,2020-04-28
4299,0,경북,개,믹스견,흰,암컷,미상,사나움,2020-04-28
4305,1,전남,개,믹스견,흰,수컷,아니오,인형처럼 귀여움,2020-04-28
4306,0,전남,개,믹스견,흰,암컷,아니오,인형처럼 귀여움,2020-04-28
4307,0,전남,개,믹스견,흰,암컷,아니오,인형처럼 귀여움,2020-04-28
4308,0,전남,개,믹스견,흰,암컷,아니오,인형처럼 귀여움,2020-04-28
4315,1,전남,개,믹스견,흰,수컷,아니오,인형처럼 귀여움,2020-04-28
4316,0,전남,개,믹스견,흰,암컷,아니오,인형처럼 귀여움,2020-04-28
4317,0,전남,개,믹스견,흰,암컷,아니오,인형처럼 귀여움,2020-04-28
4318,0,전남,개,믹스견,흰,암컷,아니오,인형처럼 귀여움,2020-04-28
4324,0,전남,개,믹스견,검,수컷,아니오,믹스 검정 수컷 3개월 추정,2020-04-28
4325,1,전남,개,믹스견,흰,암컷,아니오,믹스 흰색 암컷 1살추정,2020-04-28
4331,0,전북,개,믹스견,흰,수컷,아니오,들개새끼/ 세마리 무리 생활,2020-04-28
4336,1,전북,개,믹스견,검,수컷,아니오,박스에 넣어 버려짐,2020-04-28
4343,0,충남,개,믹스견,흰,암컷,미상,5두 같이발견,2020-04-28
4347,0,충남,개,믹스견,흰,암컷,미상,5두 같이발견,2020-04-28
4348,0,충남,개,진도견,흰,수컷,미상,이상없음,2020-04-28
4359,0,충남,개,믹스견,흰,암컷,미상,"깔아져 있어요, 움직임 없이 누워만 있어요.",2020-04-28
4360,1,충남,개,푸들,황,수컷,아니오,"팥죽색 조끼입었어요, 유기한다는 편지와 함께 버려짐,7개월됨",2020-04-28
4362,1,충남,개,코카 스파니엘,황,수컷,예,692호(관리) 375호(공고) 착함 꼬리자른 단미견 피부상태 나쁨(피부병 의심),2020-04-28
4364,1,충남,개,믹스견,흰,수컷,아니오,690호(관리) 373호(공고) 1달추정 수유중 온순함,2020-04-28
4371,1,충북,개,포메라니안,흰,수컷,예,"미용 되어 있으며 목 주변 털이 짧음, 눈 주위 눈물자국이 심하며 아주 귀여운 물개 폼피츠",2020-04-28
4373,1,충북,개,믹스견,황,수컷,아니오,앞다리를 살짝 절뚝거려요. 사람을 아주 잘 따르고 눈이 호박색이에요.,2020-04-28
4379,1,충북,개,말티즈,흰,암컷,미상,순하고 얌전함 사상충음성,2020-04-28
4384,1,강원,개,믹스견,흰,암컷,아니오,어미견과함께발견,2020-04-28
4392,0,경기,개,라브라도 리트리버,황,수컷,아니오,사람을 잘따르고 순한편임,2020-04-28
4394,1,경기,개,믹스견,검,암컷,아니오,"도로변 발견, 몸에 상흔 있음, 목줄/목걸이 X (목걸이 자국은 있음)",2020-04-28
4397,1,경기,개,코카 스파니엘,흰,암컷,아니오,펫츠목줄 착용 순함,2020-04-28
4399,1,경기,개,재패니즈 스피츠,흰,암컷,아니오,체구가작고 온순함,2020-04-28
4400,1,경기,개,골든 리트리버,황,암컷,아니오,갈색목줄 착용,2020-04-28
4403,0,경기,개,믹스견,황,수컷,아니오,탈수,2020-04-28
4406,1,경기,개,프렌치 불독,검,암컷,아니오,"가슴쪽 흰털, 엉덩이쪽 갈색털. 호기심 많지만 얌전함.",2020-04-28
4410,1,경기,개,골든 리트리버,황,암컷,아니오,갈색목줄 착용,2020-04-28
4413,0,경기,개,믹스견,황,수컷,아니오,탈수,2020-04-28
4416,1,경기,개,프렌치 불독,검,암컷,아니오,"가슴쪽 흰털, 엉덩이쪽 갈색털. 호기심 많지만 얌전함.",2020-04-28
4429,1,울산,개,포메라니안,황,수컷,아니오,유치있음,2020-04-28
4434,1,대전,개,믹스견,황,수컷,아니오,7개월 추정,2020-04-28
4435,0,광주,개,믹스견,흰,수컷,미상,20-0573 방이,2020-04-28
4437,0,광주,개,믹스견,흰,수컷,미상,"20-0570 통이, 목줄착용",2020-04-28
4438,1,광주,개,푸들,황,수컷,예,"20-0568 모아, 피부병",2020-04-28
4439,1,광주,개,말티즈,흰,수컷,예,20-0567 꼬미,2020-04-28
4444,1,광주,개,푸들,황,수컷,예,20-0571 앵두,2020-04-28
4449,0,대구,개,진도견,황,수컷,아니오,사고추정..앞다리골절의심.기립불능,2020-04-28
4452,1,부산,개,비숑 프리제,흰,수컷,예,수영1-34,2020-04-28
