,상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
17743,0,부산,개,믹스견,황,수컷,미상,갈색&들개(사나움),2020-04-14
17744,1,부산,개,말티즈,흰,수컷,아니오,"눈물자국이심함,코갈색",2020-04-14
17745,1,서울,개,사모예드,흰,수컷,미상,양눈눈물자국심함.코분홍색.온순함.활발함.사람따름.몸곳곳털뭉침.,2020-04-14
17754,1,경기,개,믹스견,황,암컷,아니오,성격소심.겁이많음,2020-04-14
17755,1,경기,개,믹스견,검,암컷,아니오,사료먹는 어린 강아지,2020-04-14
17756,1,경기,개,믹스견,검,수컷,아니오,사료먹는 어린 강아지,2020-04-14
17758,1,경기,개,믹스견,황,암컷,아니오,사료먹는 어린 강아지,2020-04-14
17759,1,경기,개,믹스견,황,암컷,아니오,사료먹는 어린 강아지,2020-04-14
17761,1,대구,개,푸들,흰,수컷,아니오,미용,2020-04-14
17762,1,대구,개,믹스견,검,수컷,아니오,6개월 령 추정,2020-04-14
17763,0,대구,개,스피츠,흰,수컷,예,.,2020-04-14
17764,0,경남,개,믹스견,흰,암컷,아니오,사나움,2020-04-14
17766,0,경남,개,믹스견,황,수컷,예,"사람을 잘 따름, 목 빨간목줄 착용",2020-04-14
17767,1,경남,개,프렌치 불독,검,암컷,미상,검은색,2020-04-14
17769,1,경남,개,믹스견,흰,암컷,아니오,"어미,새끼3 같이 입소",2020-04-14
17770,1,경남,개,믹스견,흰,암컷,아니오,어미.새끼3 같이 입소,2020-04-14
17772,1,경남,개,믹스견,흰,암컷,아니오,새끼3마리 같이 입소,2020-04-14
17776,1,경남,개,믹스견,흰,암컷,아니오,순함,2020-04-14
17779,1,경남,개,말티즈,흰,수컷,아니오,흰 노끈 형태의 목테 착용,2020-04-14
17783,0,경북,개,믹스견,황,암컷,미상,"갈색 믹스견, 2세령 추정",2020-04-14
17787,0,경북,개,믹스견,흰,암컷,미상,"순함, 영리함",2020-04-14
17788,1,경북,개,믹스견,흰,암컷,미상,사람 잘 따르는편,2020-04-14
17789,0,경북,개,믹스견,검,암컷,미상,순한편,2020-04-14
17790,1,경북,개,믹스견,황,수컷,미상,사나운편,2020-04-14
17794,1,경북,개,말티즈,흰,수컷,예,온순하며 미용이되어있음,2020-04-14
17795,1,경북,개,믹스견,흰,수컷,아니오,주인으로 추정되는 사람이 4월 13일 늣은 밤에 나무에 묶어두고 갔다고 함,2020-04-14
17801,0,전남,개,믹스견,흰,암컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17802,0,전남,개,믹스견,흰,수컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17803,0,전남,개,믹스견,흰,암컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17804,0,전남,개,믹스견,흰,수컷,아니오,믹스 흰색 수컷 2개월추정,2020-04-14
17805,1,전남,개,믹스견,흰,수컷,아니오,믹스 흰색 수컷 1살추정,2020-04-14
17806,1,전남,개,믹스견,흰,암컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17807,1,전남,개,믹스견,흰,암컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17808,0,전남,개,믹스견,흰,암컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17809,1,전남,개,믹스견,흰,암컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17810,1,전북,개,스피츠,흰,암컷,미상,노란색 등줄 착용,2020-04-14
17811,0,전남,개,믹스견,흰,암컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17812,0,전남,개,믹스견,흰,수컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17813,0,전남,개,믹스견,흰,암컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17814,0,전남,개,믹스견,흰,수컷,아니오,믹스 흰색 수컷 2개월추정,2020-04-14
17815,1,전남,개,믹스견,흰,수컷,아니오,믹스 흰색 수컷 1살추정,2020-04-14
17816,1,전남,개,믹스견,흰,암컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17817,1,전남,개,믹스견,흰,암컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17818,0,전남,개,믹스견,흰,암컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17819,1,전남,개,믹스견,흰,암컷,아니오,믹스 흰색 암컷 2개월추정,2020-04-14
17820,1,전북,개,스피츠,흰,암컷,미상,노란색 등줄 착용,2020-04-14
17821,0,전북,개,믹스견,황,암컷,아니오,들개새끼,2020-04-14
17822,0,전북,개,믹스견,황,수컷,아니오,들개새끼,2020-04-14
17823,0,전북,개,믹스견,황,암컷,아니오,들개새끼,2020-04-14
17828,0,전북,개,믹스견,황,암컷,아니오,뒷다리 파행,2020-04-14
17829,0,전북,개,믹스견,검,암컷,미상,사진참조,2020-04-14
17830,1,전북,개,믹스견,흰,암컷,아니오,사진참조,2020-04-14
17831,1,전북,개,믹스견,흰,수컷,아니오,사진참조,2020-04-14
17832,1,전북,개,믹스견,흰,암컷,아니오,사진참조,2020-04-14
17833,1,전북,개,믹스견,흰,암컷,아니오,사진참조,2020-04-14
17834,1,전북,개,믹스견,흰,수컷,아니오,사진참조,2020-04-14
17839,0,충남,개,믹스견,흰,암컷,미상,경계함,2020-04-14
17841,0,충남,개,믹스견,흰,암컷,미상,경계함,2020-04-14
17843,0,충남,개,믹스견,흰,암컷,미상,경계함,2020-04-14
17845,0,충남,개,믹스견,흰,암컷,미상,순함,2020-04-14
17846,1,충남,개,포메라니안,황,암컷,미상,순함,2020-04-14
17848,0,충남,개,진도견,검,암컷,미상,"순함, 목줄 착용 흔적 보임",2020-04-14
17853,0,충남,개,믹스견,흰,수컷,아니오,흰색,2020-04-14
17854,1,충남,개,믹스견,흰,수컷,아니오,흰색,2020-04-14
17858,1,충북,개,스피츠,흰,암컷,미상,"초록색 목줄 착용, 사람을 아주 좋아하며 칩이 등록 되어있어 주인분이 데릴러 오실 예정입니다!",2020-04-14
17859,1,충북,개,치와와,흰,암컷,미상,온순하고 하얀색 옷을 입고 발견됨. 장모치와와,2020-04-14
17861,0,충북,개,믹스견,검,암컷,미상,"겁많고 순함 빨간목줄 쇠리드줄,각질있음 사상충양성",2020-04-14
17862,0,강원,개,믹스견,흰,암컷,미상,"임신중,출산임박,순한편",2020-04-14
17863,0,강원,개,믹스견,검,암컷,미상,임신중으로 추측함. 사람몹시경계,2020-04-14
17864,0,강원,개,믹스견,황,암컷,미상,가죽목줄착용.,2020-04-14
17865,0,강원,개,믹스견,흰,암컷,미상,빨간색목줄착용.,2020-04-14
17870,0,강원,개,믹스견,흰,암컷,미상,두마리 한번에 발견,2020-04-14
17871,0,강원,개,믹스견,흰,암컷,미상,두마리 한번에 발견,2020-04-14
17873,0,강원,개,믹스견,흰,암컷,미상,"흰색, 겁 많음, 진드기 있음.",2020-04-14
17875,1,강원,개,말티즈,흰,암컷,미상,"흰색, 온순, 칩있음.",2020-04-14
17876,0,경기,개,믹스견,흰,암컷,아니오,"빨간색 목끈, 매우온순함",2020-04-14
17879,0,경기,개,믹스견,황,암컷,아니오,"눈이 좋지않고, 피부질환이 심함",2020-04-14
17880,0,경기,개,믹스견,흰,수컷,아니오,"겁이 다소 있으나, 온순함",2020-04-14
17885,0,경기,개,믹스견,황,수컷,아니오,3개월령,2020-04-14
17889,1,경기,개,진도견,황,암컷,아니오,순함,2020-04-14
17890,0,경기,개,믹스견,황,수컷,아니오,3개월령,2020-04-14
17892,0,경기,개,믹스견,황,암컷,아니오,3개월령,2020-04-14
17894,1,경기,개,차우차우,황,수컷,아니오,귀엽고 온순함 사람을 좋아함,2020-04-14
17898,1,경기,개,토이 푸들,황,수컷,아니오,검정옷입고 하네스착용,2020-04-14
17899,1,경기,개,골든 리트리버,황,암컷,미상,왼쪽 전지 너클링,2020-04-14
17900,0,경기,개,믹스견,황,암컷,아니오,출산한지 얼마안되보임. 소심함,2020-04-14
17901,1,경기,개,믹스견,흰,암컷,아니오,1개월추정,2020-04-14
17902,1,경기,개,믹스견,흰,암컷,아니오,1개월추정,2020-04-14
17904,0,경기,개,믹스견,흰,암컷,아니오,순함,2020-04-14
17905,0,경기,개,푸들,황,수컷,아니오,피부병,2020-04-14
17906,0,경기,개,믹스견,흰,수컷,아니오,2개월추정,2020-04-14
17907,1,경기,개,믹스견,흰,암컷,아니오,양호,2020-04-14
17908,0,경기,개,푸들,황,수컷,아니오,피부병,2020-04-14
17909,1,경기,개,포메라니안,황,수컷,아니오,중성화,2020-04-14
17911,1,경기,개,믹스견,흰,암컷,아니오,1개월추정,2020-04-14
17912,1,경기,개,믹스견,흰,암컷,아니오,1개월추정,2020-04-14
17914,0,경기,개,믹스견,흰,암컷,아니오,순함,2020-04-14
17915,0,경기,개,푸들,황,수컷,아니오,피부병,2020-04-14
17916,0,경기,개,믹스견,흰,수컷,아니오,2개월추정,2020-04-14
17917,1,경기,개,믹스견,흰,암컷,아니오,양호,2020-04-14
17918,0,경기,개,푸들,황,수컷,아니오,피부병,2020-04-14
17919,1,경기,개,포메라니안,황,수컷,아니오,중성화,2020-04-14
17922,1,경기,개,진도견,황,수컷,아니오,중성화 안됨. 검정 몸줄착용,2020-04-14
17923,1,경기,개,골든 리트리버,황,수컷,아니오,중성화 수술 안되어 있음. 체인줄 착용,2020-04-14
17924,1,경기,개,푸들,황,암컷,미상,손뜨게옷입음,2020-04-14
17930,1,대구,개,푸들,황,수컷,예,온순함.애교많음,2020-04-14
17931,1,대구,개,믹스견,검,암컷,아니오,동거견과 구조,2020-04-14
17932,1,대구,개,믹스견,흰,암컷,아니오,동거견과 구조,2020-04-14
17933,0,부산,개,믹스견,흰,수컷,아니오,사나움,2020-04-14
17935,1,부산,개,말티즈,흰,암컷,아니오,"양호(온순) 옷착용, 연제구 1-55",2020-04-14
17938,0,부산,개,믹스견,흰,수컷,미상,흰색,2020-04-14
17942,0,전남,개,믹스견,흰,암컷,미상,3개월령 믹스견,2020-04-13
17945,0,전남,개,믹스견,흰,수컷,아니오,.,2020-04-13
17946,0,전남,개,믹스견,흰,수컷,아니오,.,2020-04-13
17947,0,전남,개,믹스견,흰,암컷,아니오,.,2020-04-13
17948,0,전남,개,믹스견,흰,암컷,아니오,.,2020-04-13
17949,0,전남,개,믹스견,흰,암컷,아니오,.,2020-04-13
17950,0,전남,개,믹스견,흰,암컷,아니오,.,2020-04-13
17951,0,인천,개,믹스견,흰,수컷,아니오,생후 50일령,2020-04-13
17952,0,인천,개,믹스견,황,암컷,아니오,"들개,포악",2020-04-13
17955,0,전남,개,믹스견,검,암컷,아니오,온순함,2020-04-13
17956,1,전남,개,진도견,흰,수컷,아니오,검정목띠 착용 온순함,2020-04-13
17957,1,전남,개,진도견,흰,수컷,아니오,사퇴부쪽 상처부이 있음,2020-04-13
17962,0,경남,개,믹스견,황,수컷,미상,온순한 아이,2020-04-13
17966,0,충남,개,믹스견,검,수컷,미상,"붉은노끈 목줄착용, 5~6개월 추정,리트리버 비슷함",2020-04-13
17967,1,충남,개,믹스견,황,암컷,아니오,20일된 자견과 함께 구조된 모견,2020-04-13
17970,1,충남,개,믹스견,흰,수컷,아니오,"20일 전후됨, 모견과 함께구조됨",2020-04-13
17973,1,인천,개,말티즈,흰,암컷,미상,"치석,유치",2020-04-13
17975,1,인천,개,말티즈,흰,수컷,예,"눈물자국심함,앞다리 알러지",2020-04-13
17976,1,부산,개,요크셔 테리어,황,암컷,미상,"빨간색 옷 ,미용",2020-04-13
17977,1,서울,개,말티즈,흰,암컷,아니오,"슬개골 양측 4기, 허리통증 있음",2020-04-13
17979,1,서울,개,말티즈,흰,수컷,아니오,눈곱. 눈물자국. 왼위송곳니 유치남음. 전신미용흔적. 매우여윔. 사람좋아함. 활발함.,2020-04-13
17980,0,서울,개,믹스견,황,수컷,아니오,고령. 양귀쫑긋. 백내장. 눈물자국. 콧등살짝탈모. 으르렁댐/경계하나 천천히하면 안겨있음. 기력없음.,2020-04-13
17985,0,전북,개,믹스견,황,수컷,아니오,진드기 많음,2020-04-13
17986,1,전북,개,믹스견,황,수컷,아니오,진드기 많음,2020-04-13
17987,0,전북,개,믹스견,황,암컷,아니오,진드기 많음,2020-04-13
17988,1,제주,개,믹스견,흰,암컷,아니오,"(개체관리번호1958)생후10개월, 빨/초목줄착용, 경계심",2020-04-13
17989,1,제주,개,믹스견,흰,암컷,아니오,"(개체관리번호1957)생후4개월, 임시보호",2020-04-13
17990,0,제주,개,믹스견,흰,수컷,아니오,"(개체관리번호1956)생후3개월, 흰나일론 목줄",2020-04-13
17991,1,제주,개,믹스견,흰,암컷,아니오,(개체관리번호1955)생후3개월,2020-04-13
17992,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호1954)생후11개월,2020-04-13
17993,0,제주,개,믹스견,흰,암컷,아니오,"(개체관리번호1953)생후10개월, 경계심",2020-04-13
17994,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호1952)생후1개월,2020-04-13
17997,0,제주,개,골든 리트리버,황,수컷,미상,"(개체관리번호1949)빨간목줄착용, 심장사상충",2020-04-13
17998,0,제주,개,믹스견,황,암컷,아니오,"(개체관리번호1948)생후2개월, 분홍버클줄 착용",2020-04-13
18000,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호1946)생후2개월,2020-04-13
18001,0,제주,개,믹스견,황,수컷,미상,"(개체관리번호1934)빨/파목줄 착용, 경계심",2020-04-13
18002,0,제주,개,믹스견,흰,수컷,미상,"(개체관리번호1933)파/노목줄 착용, 경계심",2020-04-13
18004,0,제주,개,믹스견,검,수컷,아니오,(개체관리번호1931)생후5개월,2020-04-13
18005,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호1930)생후3개월,2020-04-13
18006,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호1928)생후7개월,2020-04-13
18007,0,제주,개,믹스견,흰,암컷,미상,(개체관리번호1927)경계심,2020-04-13
18008,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호1926)생후10개월,2020-04-13
18009,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호1925)생후3개월,2020-04-13
18010,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호1924)생후3개월,2020-04-13
18011,0,제주,개,믹스견,황,수컷,미상,"(개체관리번호1934)빨/파목줄 착용, 경계심",2020-04-13
18012,0,제주,개,믹스견,흰,수컷,미상,"(개체관리번호1933)파/노목줄 착용, 경계심",2020-04-13
18014,0,제주,개,믹스견,검,수컷,아니오,(개체관리번호1931)생후5개월,2020-04-13
18015,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호1930)생후3개월,2020-04-13
18016,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호1928)생후7개월,2020-04-13
18017,0,제주,개,믹스견,흰,암컷,미상,(개체관리번호1927)경계심,2020-04-13
18018,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호1926)생후10개월,2020-04-13
18019,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호1925)생후3개월,2020-04-13
18020,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호1924)생후3개월,2020-04-13
18021,0,제주,개,믹스견,흰,암컷,아니오,"(개체관리번호1923)임신, 경계심",2020-04-13
18022,0,제주,개,믹스견,흰,암컷,아니오,"(개체관리번호1921)생후8개월, 경계심",2020-04-13
18023,0,제주,개,믹스견,흰,수컷,미상,"(개체관리번호1920)심장사상충, 경계심",2020-04-13
18024,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호1919)생후8개월,2020-04-13
18025,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호1918)생후3주,2020-04-13
18026,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호1917)생후3주,2020-04-13
18027,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호1916)생후3주,2020-04-13
18028,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호1915)생후3주,2020-04-13
18029,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호1914)생후3주,2020-04-13
18030,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호1913)생후3주,2020-04-13
18031,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호1912)생후3주,2020-04-13
18032,0,제주,개,믹스견,검,수컷,미상,(개체관리번호1911)경계심,2020-04-13
18033,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호1910)생후2개월,2020-04-13
18034,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호1909)생후2개월,2020-04-13
18035,0,제주,개,믹스견,흰,암컷,미상,(개체관리번호1908)경계심,2020-04-13
18036,0,경남,개,믹스견,흰,암컷,아니오,친숙함,2020-04-13
18039,1,경남,개,푸들,검,암컷,미상,순함,2020-04-13
18041,1,경남,개,포메라니안,흰,수컷,미상,494,2020-04-13
18043,0,경북,개,믹스견,황,수컷,미상,순함,2020-04-13
18044,0,경북,개,골든 리트리버,흰,수컷,미상,"골든리트리버 추정, 2-3개월령 추정",2020-04-13
18045,0,경북,개,골든 리트리버,황,암컷,미상,"골든리트리버 추정, 2-3개월령 추정",2020-04-13
18047,0,경북,개,믹스견,흰,암컷,미상,5개월령 추정,2020-04-13
18048,0,경북,개,믹스견,황,암컷,미상,5개월령 추정,2020-04-13
18050,1,경북,개,믹스견,흰,수컷,미상,"모견과 함께 신고됨, 2주령",2020-04-13
18055,1,전남,개,진도견,황,수컷,아니오,목도리 착용,2020-04-13
18056,0,전남,개,믹스견,황,암컷,아니오,"목걸이착용, 어릴때 유기되서 목걸이가 작아 목을 파고들었음.",2020-04-13
18057,0,전남,개,믹스견,황,암컷,아니오,"믹스견, 갈색, 암1,수1, 0.5세, 4kg",2020-04-13
18059,1,전남,개,라브라도 리트리버,흰,암컷,아니오,"기본접종,진드기구제,광견병접종,(사상충-양성)",2020-04-13
18060,0,전남,개,믹스견,흰,암컷,미상,"지속적으로 주변에서 민원발생된 유기견,심한경계,야윔",2020-04-13
18063,0,전북,개,믹스견,황,암컷,아니오,발발이믹스개이며사나운편임,2020-04-13
18066,0,충남,개,믹스견,황,암컷,미상,믹스견,2020-04-13
18067,0,충남,개,믹스견,황,암컷,미상,믹스견,2020-04-13
18068,1,충남,개,믹스견,흰,수컷,아니오,없음,2020-04-13
18072,1,강원,개,믹스견,검,수컷,아니오,"목줄없음,온순함",2020-04-13
18073,1,강원,개,말티즈,흰,암컷,아니오,"목줄착용, 피부병있음",2020-04-13
18074,0,강원,개,믹스견,흰,암컷,미상,"흰색, 겁 많음, 진드기있음, 발바닥 외상 있음.",2020-04-13
18079,0,경기,개,믹스견,흰,수컷,아니오,양귀 살짝 반접힘. 코갈색. 소심. 얌전.,2020-04-13
18080,0,경기,개,믹스견,흰,암컷,미상,양귀쫑긋. 코진갈. 앞니영구치/송곳니갈이중. 겁있음. 소심함. 사람따름.,2020-04-13
18085,1,경기,개,믹스견,황,암컷,미상,양귀살짝 반접힘. 코검정. 소심. 얌전. 사람따름. 꼬리단미안됨. 털상태불량.,2020-04-13
18086,0,경기,개,믹스견,황,암컷,미상,양귀쫑긋. 코검정. 털오염. 사람따름. 얌전함. 꼬리단미안됨. 털상태불량.,2020-04-13
18087,0,경기,개,믹스견,황,수컷,아니오,양귀쫑긋. 코검정. 오물오염. 얌전/사람따름. 꼬리단미안됨. 털상태불량.,2020-04-13
18088,0,경기,개,믹스견,황,암컷,미상,양귀쫑긋. 코검정. 털때탐/오물오염. 사람따름. 얌전. 꼬리단미안됨. 털상태불량.,2020-04-13
18094,1,경기,개,푸들,황,수컷,아니오,털 많이 엉킴,2020-04-13
18095,1,경기,개,믹스견,흰,암컷,미상,양귀처짐. 코분홍. 겁많음/비명지름/경계/칩유무확인불가. 꼬리단미안됨. 털때탐.,2020-04-13
18099,0,경기,개,믹스견,황,수컷,아니오,잠복고환/ 한쪽 고환은 사타구니에 있음,2020-04-13
18126,1,부산,개,비숑 프리제,흰,수컷,미상,흰색,2020-04-13
18127,1,부산,개,말티즈,흰,수컷,미상,흰색&피부병,2020-04-13
18129,1,부산,개,포메라니안,흰,암컷,미상,이동가방에 넣어 유기,2020-04-13
18132,0,부산,개,믹스견,흰,암컷,미상,흰색&들개 (사나움),2020-04-13
18133,0,부산,개,믹스견,흰,수컷,미상,흰색&들개 (사나움),2020-04-13
18134,0,부산,개,믹스견,흰,암컷,미상,흰색&들개 (사나움),2020-04-13
18136,1,부산,개,믹스견,흰,수컷,미상,"피부질환, 빨간색 옷 착용",2020-04-13
18139,1,서울,개,스피츠,흰,수컷,예,눈물자국/우측 더 심함. 우안위축. 코검정. 붉은치석. 사람좋아함. 활발함. 양슬개골.,2020-04-13
18140,1,서울,개,푸들,황,수컷,미상,소심함,2020-04-13
18144,1,경남,개,푸들,황,암컷,아니오,J-4-1-23 갈색. 짧게 미용되어 있음. 많이 마름.,2020-04-13
18147,0,경남,개,믹스견,황,암컷,아니오,없음,2020-04-13
18152,1,경남,개,믹스견,흰,수컷,미상,흰색갈색,2020-04-13
18154,1,경남,개,믹스견,흰,암컷,아니오,순함,2020-04-13
18155,1,경남,개,믹스견,흰,암컷,아니오,힘 없음,2020-04-13
18161,1,경북,개,믹스견,황,암컷,아니오,"새끼들과함께구조,사람잘따름",2020-04-13
18163,1,경북,개,믹스견,황,암컷,아니오,"새끼들과함께구조,사람잘따름",2020-04-13
18164,1,경북,개,믹스견,흰,수컷,아니오,"이사가면서 옥상에방치,사람잘따름",2020-04-13
18166,1,경북,개,믹스견,흰,암컷,아니오,차길가에버려진아이,2020-04-13
18168,0,경북,개,믹스견,흰,수컷,미상,사나움,2020-04-13
18169,1,경북,개,믹스견,흰,암컷,미상,순함,2020-04-13
18172,0,경북,개,믹스견,흰,수컷,아니오,온순함,2020-04-13
18175,1,경북,개,믹스견,황,수컷,아니오,인근 공장에 들어와 나가지 않는다고 함,2020-04-13
18177,1,경북,개,믹스견,흰,수컷,아니오,특이사항 없음,2020-04-13
18187,0,전남,개,믹스견,황,수컷,아니오,목걸이 미착용,2020-04-13
18188,0,전남,개,믹스견,황,암컷,아니오,포획틀 이용 포획,2020-04-13
18189,1,전남,개,믹스견,흰,암컷,미상,강아지 목줄 옷 착용 (검정),2020-04-13
18190,1,전남,개,골든 리트리버,흰,암컷,아니오,잘따름,2020-04-13
18191,0,전남,개,믹스견,황,암컷,아니오,3개월령,2020-04-13
18192,0,전남,개,믹스견,황,수컷,아니오,3개월령,2020-04-13
18193,0,전남,개,믹스견,황,수컷,아니오,3개월령,2020-04-13
18195,0,전남,개,믹스견,흰,암컷,아니오,.,2020-04-13
18196,0,전남,개,믹스견,흰,수컷,아니오,.,2020-04-13
18197,1,전남,개,미니어쳐 푸들,흰,수컷,예,중성화,2020-04-13
18198,0,전남,개,믹스견,황,수컷,아니오,.,2020-04-13
18199,1,전남,개,슈나우져,검,암컷,아니오,온순하며 경계함 / 빨간목줄착용,2020-04-13
18200,0,전남,개,믹스견,검,수컷,아니오,온순하며 경계함,2020-04-13
18202,0,전북,개,믹스견,흰,암컷,미상,교통사고 후 뇌출혈,2020-04-13
18205,1,전북,개,믹스견,검,암컷,아니오,순하다,2020-04-13
18212,0,전북,개,믹스견,흰,암컷,미상,교통사고 후 뇌출혈,2020-04-13
18215,1,전북,개,믹스견,검,암컷,아니오,순하다,2020-04-13
18227,1,전북,개,진도견,흰,암컷,아니오,전지 조임상처 흔적,2020-04-13
18230,0,충남,개,믹스견,흰,암컷,미상,"3개월,아이캔어린이집 앞 박스에 넣어 유기,순함",2020-04-13
18231,0,충남,개,믹스견,흰,암컷,미상,"3개월,아이캔어린이집 앞 박스에 넣어 유기,순함",2020-04-13
18232,0,충남,개,믹스견,황,암컷,미상,순함,2020-04-13
18240,0,충남,개,믹스견,황,수컷,아니오,농수로 주변 철사에 묶여서 구조 요청됨,2020-04-13
18243,0,충남,개,진도견,황,암컷,미상,"침을 많이 흘림,녹색 바탕에 노란목줄함",2020-04-13
18244,1,충남,개,골든 리트리버,흰,암컷,미상,"코,귀끝갈색",2020-04-13
18250,1,충북,개,스피츠,흰,수컷,아니오,사람을 좋아하고 애교가 많은 스피츠 아이예요.,2020-04-13
18251,1,충북,개,아메리칸 코카 스파니엘,황,암컷,아니오,길거리 생활을 오래한것처럼 보이는아이,2020-04-13
18252,1,충북,개,스피츠,흰,암컷,미상,하늘색+빨간색 가슴줄을 하고 있음. 귀엽고 새하얀 순딩이~,2020-04-13
18254,1,충북,개,믹스견,황,수컷,아니오,갈색,2020-04-13
18255,0,충북,개,믹스견,황,암컷,미상,피부병 심함. 매우 위축된 상태,2020-04-13
18256,0,충북,개,말티즈,흰,수컷,아니오,[관리번호 117] 사람을 물려고 함,2020-04-13
18258,0,충북,개,믹스견,흰,암컷,미상,흰색 순함,2020-04-13
18260,1,충북,개,포메라니안,황,수컷,아니오,사람을잘따르고 순함 사상충음성 포메믹스,2020-04-13
18262,1,충북,개,믹스견,황,수컷,아니오,사람을좋아함,2020-04-13
18263,1,강원,개,말티즈,흰,암컷,미상,털 미용이 되어있음.,2020-04-13
18265,0,강원,개,믹스견,황,수컷,아니오,상태양호,2020-04-13
18267,1,강원,개,믹스견,검,암컷,아니오,"견주사망,심장사상충,뒷다리 휘어있고 잘 걷지 못함",2020-04-13
18269,1,경기,개,시츄,황,암컷,아니오,"4-30, 칩없음, 유선종양, 녹색 옷착용",2020-04-13
18270,1,경기,개,골든 리트리버,황,암컷,아니오,"4-25, 칩없음, 1살미만, 순둥순둥하고 예쁘게 생긴 아이",2020-04-13
18274,1,경기,개,스피츠,흰,수컷,아니오,"가평소방서에서 인수받음. 도로변 배회중 구조, 목걸이/목줄 X",2020-04-13
18275,1,경기,개,말티즈,흰,수컷,예,"분홍색 옷 착용, 온순함.",2020-04-13
18276,1,경기,개,말티즈,흰,암컷,아니오,순함,2020-04-13
18277,1,경기,개,푸들,황,암컷,아니오,치아안좋음,2020-04-13
18278,0,경기,개,믹스견,흰,암컷,아니오,"골반골절,척추골절,후지개방골절(승저증),회복불능,복부열상",2020-04-13
18279,1,경기,개,믹스견,흰,암컷,아니오,어린 새끼강아지,2020-04-13
18281,1,경기,개,포메라니안,흰,수컷,예,이동장 채로 발견됨,2020-04-13
18282,1,경기,개,포메라니안,황,수컷,아니오,"약간 소심함, 귀여운 아이",2020-04-13
18283,1,경기,개,믹스견,흰,수컷,아니오,"파란색 목줄, 얇은 쇠리드줄 착용, 소심한 아이",2020-04-13
18284,1,경기,개,믹스견,흰,암컷,미상,순하고 얌전한 아이,2020-04-13
18286,1,경기,개,닥스훈트,황,암컷,미상,다리긴편. 아파트에 유기.,2020-04-13
18289,0,경기,개,믹스견,황,암컷,아니오,사납고 목줄목걸이없음,2020-04-13
18290,0,경기,개,믹스견,흰,수컷,아니오,어린강아지며 조용함,2020-04-13
18295,0,경기,개,푸들,황,암컷,아니오,"피부병, 사나움",2020-04-13
18296,1,경기,개,믹스견,흰,암컷,아니오,"7개월추정, 피부병",2020-04-13
18297,1,경기,개,믹스견,황,수컷,아니오,3개월추정,2020-04-13
18299,0,경기,개,믹스견,흰,암컷,아니오,피부병,2020-04-13
18301,1,울산,개,믹스견,흰,암컷,아니오,순함,2020-04-13
18302,1,울산,개,믹스견,흰,수컷,아니오,순함/형제두마리입소,2020-04-13
18304,1,광주,개,푸들,황,수컷,아니오,20-0504 코들,2020-04-13
18305,1,인천,개,푸들,황,수컷,예,"순함,귀여움,착함,미용되어있음",2020-04-13
18307,0,대구,개,믹스견,흰,수컷,아니오,우측 전지 골절,2020-04-13
18308,1,대구,개,믹스견,황,암컷,미상,순하고 잘 따름,2020-04-13
18310,0,부산,개,믹스견,황,수컷,아니오,"마름, 안질환, 보행이상",2020-04-13
18311,1,울산,개,믹스견,흰,암컷,아니오,순함,2020-04-13
18312,1,울산,개,믹스견,흰,수컷,아니오,순함/형제두마리입소,2020-04-13
